name;url;description;physical_address;hours;phone1_number;phone1_label;phone1_has_clerk;phone2_number;phone2_label;phone2_has_clerk;phone3_number;phone3_label;phone3_has_clerk;phone4_number;phone4_label;phone4_has_clerk;phone5_number;phone5_label;phone5_has_clerk;phone6_number;phone6_label;phone6_has_clerk;phone7_number;phone7_label;phone7_has_clerk;phone8_number;phone8_label;phone8_has_clerk;phone9_number;phone9_label;phone9_has_clerk;phone10_number;phone10_label;phone10_has_clerk;fax1_number;fax1_label;fax1_has_clerk;fax2_number;fax2_label;fax2_has_clerk;fax3_number;fax3_label;fax3_has_clerk;fax4_number;fax4_label;fax4_has_clerk;fax5_number;fax5_label;fax5_has_clerk;ada_coordinators;notes;mailing_address
"Barnstable County Superior Court";https://www.mass.gov/locations/barnstable-county-superior-court;"This court serves the cities and towns of Barnstable County. \n\nThe mailing address for this court is: \n\n3195 Main St., P.O. Box 425, Barnstable, MA 02630.";"3195 Main St.,  Barnstable, MA 02630";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 375-6684";"Clerk's Office";true;"(508) 375-6650";"Probation Department";false;"(508) 375-6684";"Clerk's Office";true;"(508) 375-6650";"Probation Department";false;"(508) 362-8350";"TTY";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Christine Higginbotham\".";None detected;Not yet handled
"Southern Berkshire District Court";https://www.mass.gov/locations/southern-berkshire-district-court;"The Southern Berkshire District Court in Great Barrington serves Alford, Becket, Egremont, Great Barrington, Lee, Lenox, Monterey, Mt. Washington, New Marlborough, Otis, Sandisfield, Sheffield, Stockbridge, Tyringham, and West Stockbridge. Pittsfield District Court exercises concurrent jurisdiction in Becket and Lenox.";"9 Gilmore Ave., Great Barrington, MA 01230";"Monday - Friday: \n 8:30 am-4:30 pm";"(413) 528-3520";"Clerk’s Office & Probation Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(413) 528-0757";"Clerk’s Office";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Calandra Austin\".";None detected;Not yet handled
"Northern Berkshire District Court";https://www.mass.gov/locations/northern-berkshire-district-court;"The Northern Berkshire District Court in North Adams serves Adams, Cheshire, Clarksburg, Florida, Hancock, New Ashford, North Adams, Savoy, Williamstown, and Windsor. Note: Pittsfield Division Exercising Concurrent Jurisdiction in Windsor and Hancock";"111 Holden St., North Adams, MA 01247";"Monday - Friday: \n 8:30 am-4:30 pm";"(413) 663-5339";"Clerk’s Office";true;"(413) 663-5369";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(413) 664-7209";"Clerk’s Office";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Timothy Morey\". \"Jurors Only\".";None detected;Not yet handled
"Pittsfield District Court";https://www.mass.gov/locations/pittsfield-district-court;"This court serves Becket, Dalton, Hancock, Hinsdale, Lanesborough, Lenox, Peru, Pittsfield, Richmond, Washington, and Windsor.\n\nThe mailing address for this court is:\n\n24 Wendell Ave., P.O. Box 875, Pittsfield, MA 01202";"24 Wendell Ave., Pittsfield, MA 01202";"Monday - Friday: \n 8:30 am-4:30 pm";"(413) 499-0558";"Clerk’s Office";true;"(413) 442-1441";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(413) 499-7327";"Clerk’s Office";true;"(413) 442-0645";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Shannon Crouse\".";None detected;Not yet handled
"Western Housing Court - Pittsfield Session";https://www.mass.gov/locations/western-housing-court-pittsfield-session;"The Pittsfield session of the Western Housing Court serves cities and towns in Berkshire County on Wednesday mornings.";"76 East St. , Room 2, Pittsfield, MA 01201";"Wednesday mornings only \n Wednesday: \n 8:30 am-1:00 pm";"(413) 748-7838";"Clerk's Office";true;"(413) 748-7838";"Housing Specialist Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(413) 732-4607";"Clerk's Office";true;"(413) 732-4607";"Housing Specialist Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Elizabeth Cruz\".";None detected;Not yet handled
"Great Barrington Juvenile Court";https://www.mass.gov/locations/great-barrington-juvenile-court;"The Berkshire County Juvenile Court in Great Barrington serves Alford, Becket, Egremont, Great Barrington, Lee, Lenox, Monterey, Mt. Washington, New Marlborough, Otis, Sandisfield, Sheffield, Stockbridge, Tyringham, and West Stockbridge (Pittsfield Juvenile Court exercises concurrent jurisdiction in Becket and Lenox).";"9 Gilmore Ave., Great Barrington, MA 01230";"Monday - Friday: \n 8:30 am-4:30 pm";"(413) 528-3520";"Clerk's Office";true;"(413) 528-3520";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Calandra Austin\".";None detected;Not yet handled
"North Adams Juvenile Court";https://www.mass.gov/locations/north-adams-juvenile-court;"The Berkshire County Juvenile Court in North Adams serves Adams, Cheshire, Clarksburg, Florida, Hancock, New Ashford, North Adams, Savoy, Williamstown, and Windsor (Pittsfield Division exercises concurrent jurisdiction in Windsor and Hancock).";"111 Holden St., 2nd floor, North Adams, MA 01247";"Monday - Friday: \n 8:30 am-4:30 pm";"(413) 664-8700";"Clerk's Office";true;"(413) 664-3203";"Probation Department";false;"(413) 662-4000";"TTY";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"413-664-7788";None detected;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Julie Salatino\".";None detected;Not yet handled
"Pittsfield Juvenile Court";https://www.mass.gov/locations/pittsfield-juvenile-court;"The Berkshire County Juvenile Court in Pittsfield serves Becket, Dalton, Hancock, Hinsdale, Lanesborough, Lenox, Peru, Pittsfield, Richmond, Washington, Windsor. \n\n(This court exercises concurrent jurisdiction in Windsor and Hancock)";"190 North Street, Pittsfield, MA 01201";"Monday - Friday: \n 8:30 am-4:30 pm";"(413) 443-8533";"Clerk's Office";true;"(413) 443-8628";"Probation Department";false;"(413) 443-8319";"TTY";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"413-443-8672";"Clerk's Office / Probation Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Julie Salatino\".";None detected;Not yet handled
"Berkshire Probate and Family Court";https://www.mass.gov/locations/berkshire-probate-and-family-court;"This location serves all cities and towns of Berkshire County.";"44 Bank Row, Pittsfield, MA 01201";"Monday - Friday: \n 8:30 am-4:00 pm";"(413) 442-6941";"Register's Office";false;"(413) 443-9469";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(413) 443-3430";"Register's Office";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Alida McDarby\". \"Karen Lacey\".";None detected;Not yet handled
"Berkshire County Superior Court";https://www.mass.gov/locations/berkshire-county-superior-court;"This court serves all cities and towns of Berkshire County.";"76 East St., Pittsfield, MA 01201";"Monday - Friday: \n 8:30 am-4:30 pm";"(413) 499-7487";"Clerk's Office";true;"(413) 499-2515";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(413) 442-9190";"Clerk's Office";true;"(413) 499-6027";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Michele Dillon\".";None detected;Not yet handled
"Attleboro District Court";https://www.mass.gov/locations/attleboro-district-court;"The Attleboro District Court serves Attleboro, Mansfield, North Attleboro, and Norton.";"88 North Main St., Attleboro, MA 02703";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 222-5900";Assumed primary number;false;"(508) 222-5900";"Clerk's Office";true;"(508) 222-5900 x303";"Judge's Lobby";false;"(508) 222-5900 x392";"Civil and Small Claims";false;"(508) 222-5900 x390";"Criminal";false;"( 508) 222-5900 x391";"Probation Department";false;"(508) 223-4852";"TTY";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Virginia Richardson\". \"Colleen McNulty\". \"Jurors Only\".";None detected;Not yet handled
"Fall River District Court";https://www.mass.gov/locations/fall-river-district-court;"This court serves Fall River, Freetown, Somerset, Swansea, and Westport.";"186 S. Main St., 5th Floor, Fall River, MA 02720";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 491-3200";"Clerk’s Office";true;"(508) 491-3235";"Civil Department";false;"(508) 491-3225";"Criminal Department";false;"(508) 491-3240";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Maura Donovan\". \"Jurors Only\".";None detected;Not yet handled
"New Bedford District Court";https://www.mass.gov/locations/new-bedford-district-court;"This court serves Acushnet, Dartmouth, Fairhaven, Freetown, New Bedford, and Westport.";"75 N. Sixth St., New Bedford, MA 02740";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 999-9700";"Clerk’s Office & Probation Department";true;"(508) 991-3027";"TTY";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 990-8094";"Criminal and Civil Matters";false;"(508) 990-9332";"Small Claims";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"John DiSanto\". \"Jurors Only\".";None detected;Not yet handled
"Taunton District Court";https://www.mass.gov/locations/taunton-district-court;"This court serves Berkley, Dighton, Easton, Raynham, Rehoboth, Seekonk, and Taunton.";"40 Broadway, Taunton, MA 02780";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 977-6000";"Clerk's Office and Probation Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 824-2282";"Clerk's Office";true;"(508) 823-1103";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Cheri Sigman\". \"Melissa Corr\". \"Jurors Only\".";None detected;Not yet handled
"Southeast Housing Court - Fall River Session";https://www.mass.gov/locations/southeast-housing-court-fall-river-session;"The Fall River Session of the Southeast Housing Court serves Freetown, Westport, Fall River, Somerset and Swansea.";"289 Rock St., Fall River, MA 02720";"Monday - Thursday: \n 8:30 am-4:30 pm";"(508) 677-1505";"Clerk’s Office & Housing Specialist Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 672-9621";"Clerk’s Office & Housing Specialist Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Suzette Fagan Clarke\". \"Jurors Only\".";None detected;Not yet handled
"Southeast Housing Court - New Bedford Session";https://www.mass.gov/locations/southeast-housing-court-new-bedford-session;"The New Bedford Session of the Southeast Housing Court serves Acushnet, Dartmouth, Fairhaven, Freetown, New Bedford and Westport.";"139 Hathaway Road, New Bedford, MA 02746";"Monday: \n 8:30 am-4:30 pm\n \n\n Thursday - Friday: \n 8:30 am-4:30 pm";"(508) 994-0156";"Clerk’s Office & Housing Specialist Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 994-7538";"Clerk’s Office & Housing Specialist Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Suzette Fagan Clarke\".";None detected;Not yet handled
"Southeast Housing Court - Taunton Session";https://www.mass.gov/locations/southeast-housing-court-taunton-session;"The Taunton Session of the Southeast Housing Court serves Attleboro, Berkley, Dighton, Easton, Mansfield, North Attleborough, Norton, Raynham, Rehoboth, Seekonk and Taunton.";"40 Broadway, Taunton, MA 02780";"Tuesday: \n 8:30 am-4:30 pm\n \n\n Thursday: \n 8:30 am-4:30 pm";"(508) 977-4950";"Clerk’s Office & Housing Specialist Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 977-0485";"Clerk’s Office & Housing Specialist Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Suzette Fagan Clarke\". \"Jurors Only\".";None detected;Not yet handled
"Fall River Juvenile Court";https://www.mass.gov/locations/fall-river-juvenile-court;"The Bristol County Juvenile Court in Fall River serves Fall River, Freetown, Somerset, Swansea, and Westport.";"289 Rock St., 4th Floor, Fall River, MA 02720";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 676-0090";"Clerk's Office & Probation Department";true;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Casey Short\". \"Dawn Mello\".";None detected;Not yet handled
"Attleboro Juvenile Court";https://www.mass.gov/locations/attleboro-juvenile-court;"The Bristol County Juvenile Court in Attleboro serves Attleboro, Mansfield, North Attleboro, and Norton.";"88 North Main St., Attleboro, MA 02703";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 222-5350";"Clerk's Office";true;"(508) 222-8761";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Casey Short\". \"Jurors Only\".";None detected;Not yet handled
"New Bedford Juvenile Court";https://www.mass.gov/locations/new-bedford-juvenile-court;"The Bristol County Juvenile Court in New Bedford serves Acushnet, Dartmouth, Fairhaven, Freetown, New Bedford, and Westport.";"75 N. Sixth St., New Bedford, MA 02740";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 999-9700";"Clerk's Office & Probation Department";true;"(508) 991-3027";"TTY";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Karin Butler\". \"Ann Pacheco\". \"Jurors Only\".";None detected;Not yet handled
"Taunton Juvenile Court";https://www.mass.gov/locations/taunton-juvenile-court;"The Bristol County Juvenile Court in Taunton serves Berkley, Dighton, Easton, Raynham, Rehoboth, Seekonk and Taunton.";"40 Broadway, Suite 1521, Taunton, MA 02780";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 977-4910";"Clerk's Office";true;"(508) 977-4930";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Carol Fitzsimmons\". \"Amber Clark\". \"Jurors Only\".";None detected;Not yet handled
"Fall River Probate and Family Court";https://www.mass.gov/locations/fall-river-probate-and-family-court;"The Bristol Probate and Family Court in Fall River serves all the cities and towns in Bristol County.";"289 Rock Street, Fall River, MA 02720";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 672-1751";"Register's Office & Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 673-7068";"Register's Office & Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Sharon Lemrise\".";None detected;Not yet handled
"New Bedford Probate and Family Court";https://www.mass.gov/locations/new-bedford-probate-and-family-court;"The Bristol Probate and Family Court in New Bedford serves all cities and towns in Bristol County.";"505 Pleasant Street, New Bedford, MA 02740";"Monday - Tuesday: \n 8:30 am-4:30 pm\n \n\n Thursday - Friday: \n 8:30 am-4:30 pm";"(508) 999-5249";"Register's Office & Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 999-1211";"Register's Office";false;"(508) 999-1269";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Sharon Lemrise\".";None detected;Not yet handled
"Bristol Probate and Family Court";https://www.mass.gov/locations/bristol-probate-and-family-court;"The Bristol Probate and Family Court in Taunton serves all the cities and towns in Bristol County.";"40 Broadway, Suite 240, Taunton, MA 02780";"Monday - Friday: \n 8:30 am-4:30 pm";"(508) 977-6040";"Register's Office";false;"(508) 977-4980";"Probation Department";false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"(508) 977-6088";None detected;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;N/A;N/A;false;"\"Sharon Lemrise\". \"Jurors Only\".";None detected;Not yet handled
